0.0	1.0
0.1	0.7496
0.2	0.5996
0.3	0.4996
0.4	0.4283
0.5	0.3750
0.6	0.3329
0.7	0.2998
0.8	0.2725
0.9	0.2498
1.0	0.2307
1.1	0.2142
1.3	0.1873
1.5	0.1664
1.7	0.1499
1.9	0.1362
2.1	0.1249
2.3	0.1153
2.5	0.1071
3.0	0.0910
3.5	0.0788
4.0	0.0699

